Updated Paths Log:
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\index.html | Original: wp-content/uploads/2021/08/Transmission-1024x683.jpg | New: wp-content/uploads/2021/08/Transmission-1024x683.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\gateway-to-roxford-345-kv-transmission-line\index.html | Original: ../..wp-content/uploads/2022/10/LE-Myers-NECA-Photo-7-1600x1000.jpg | New: ../..wp-content/uploads/2022/10/LE-Myers-NECA-Photo-7-1600x1000.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\gateway-to-roxford-345-kv-transmission-line\index.html | Original: ../..wp-content/uploads/2022/10/LE-Myers-NECA-Photo-1-1600x1000.jpg | New: ../..wp-content/uploads/2022/10/LE-Myers-NECA-Photo-1-1600x1000.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\gateway-to-roxford-345-kv-transmission-line\index.html | Original: ../..wp-content/uploads/2022/10/LE-Myers-NECA-Photo-2-1-1600x1336.jpg | New: ../..wp-content/uploads/2022/10/LE-Myers-NECA-Photo-2-1-1600x1336.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\gilbert-road-light-rail-expansion\index.html | Original: ../..wp-content/uploads/2021/10/Gilbert-Light-Rail-001-2.jpg | New: ../..wp-content/uploads/2021/10/Gilbert-Light-Rail-001-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\gilbert-road-light-rail-expansion\index.html | Original: ../..wp-content/uploads/2021/10/SECO-Phoenix-Gilbert-Light-Rail-2-2-2-1600x1067.jpg | New: ../..wp-content/uploads/2021/10/SECO-Phoenix-Gilbert-Light-Rail-2-2-2-1600x1067.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\gilbert-road-light-rail-expansion\index.html | Original: ../..wp-content/uploads/2021/10/SECO-Phoenix-Gilbert-Light-Rail-4-2-1600x1066.jpg | New: ../..wp-content/uploads/2021/10/SECO-Phoenix-Gilbert-Light-Rail-4-2-1600x1066.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\gilbert-road-light-rail-expansion\index.html | Original: ../..wp-content/uploads/2021/10/SECO-Phoenix-Gilbert-Light-Rail-10-2-1600x1270.jpg | New: ../..wp-content/uploads/2021/10/SECO-Phoenix-Gilbert-Light-Rail-10-2-1600x1270.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\greater-hartford-central-connecticut-reliability-project\index.html | Original: ../..wp-content/uploads/2021/10/GHCCRP-West-Hartford-Project-2-2-1600x900.jpg | New: ../..wp-content/uploads/2021/10/GHCCRP-West-Hartford-Project-2-2-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\greater-hartford-central-connecticut-reliability-project\index.html | Original: ../..wp-content/uploads/2021/10/GHCCRP-West-Hartford-Project-9-2-1600x844.jpg | New: ../..wp-content/uploads/2021/10/GHCCRP-West-Hartford-Project-9-2-1600x844.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\greater-hartford-central-connecticut-reliability-project\index.html | Original: ../..wp-content/uploads/2021/10/GHCCRP-West-Hartford-Project-1-2-1600x889.jpg | New: ../..wp-content/uploads/2021/10/GHCCRP-West-Hartford-Project-1-2-1600x889.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harold-alfond-athletics-and-recreation-center\index.html | Original: ../..wp-content/uploads/2021/10/Harold-Alfond-Athletics-and-Rec-Center-3-1600x900.jpg | New: ../..wp-content/uploads/2021/10/Harold-Alfond-Athletics-and-Rec-Center-3-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harold-alfond-athletics-and-recreation-center\index.html | Original: ../..wp-content/uploads/2021/10/Colby-Athletic-Center-001-2-2-1600x1066.jpg | New: ../..wp-content/uploads/2021/10/Colby-Athletic-Center-001-2-2-1600x1066.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harold-alfond-athletics-and-recreation-center\index.html | Original: ../..wp-content/uploads/2021/10/Colby-Athletic-Center-001-5-3-1600x844.jpg | New: ../..wp-content/uploads/2021/10/Colby-Athletic-Center-001-5-3-1600x844.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harold-alfond-athletics-and-recreation-center\index.html | Original: ../..wp-content/uploads/2021/10/Colby-Athletic-Center-001-16-2-1600x1066.jpg | New: ../..wp-content/uploads/2021/10/Colby-Athletic-Center-001-16-2-1600x1066.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harold-alfond-athletics-and-recreation-center\index.html | Original: ../..wp-content/uploads/2021/10/Colby-Athletic-Center2-3-1600x900.jpg | New: ../..wp-content/uploads/2021/10/Colby-Athletic-Center2-3-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harold-alfond-athletics-and-recreation-center\index.html | Original: ../..wp-content/uploads/2021/10/Colby-Athletic-Center-3-1600x900.jpg | New: ../..wp-content/uploads/2021/10/Colby-Athletic-Center-3-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harold-alfond-athletics-and-recreation-center\index.html | Original: ../..wp-content/uploads/2021/10/Colby-College-Dorm-000-2-1600x900.jpg | New: ../..wp-content/uploads/2021/10/Colby-College-Dorm-000-2-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harold-alfond-athletics-and-recreation-center\index.html | Original: ../..wp-content/uploads/2021/10/Colby-College-Dorm-002-2-1600x1066.jpg | New: ../..wp-content/uploads/2021/10/Colby-College-Dorm-002-2-1600x1066.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harold-alfond-athletics-and-recreation-center\index.html | Original: ../..wp-content/uploads/2021/10/Colby-College-Dorm-003-2-1600x1066.jpg | New: ../..wp-content/uploads/2021/10/Colby-College-Dorm-003-2-1600x1066.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harry-allen-to-el-dorado-500kv-transmission-line\index.html | Original: ../..wp-content/uploads/2021/10/Harry-Allen-El-Dorado-26-3-1600x838.jpg | New: ../..wp-content/uploads/2021/10/Harry-Allen-El-Dorado-26-3-1600x838.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harry-allen-to-el-dorado-500kv-transmission-line\index.html | Original: ../..wp-content/uploads/2021/10/Harry-Allen-El-Dorado-20-3-1600x900.jpg | New: ../..wp-content/uploads/2021/10/Harry-Allen-El-Dorado-20-3-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harry-allen-to-el-dorado-500kv-transmission-line\index.html | Original: ../..wp-content/uploads/2021/10/Harry-Allen-El-Dorado-23-3-1600x900.jpg | New: ../..wp-content/uploads/2021/10/Harry-Allen-El-Dorado-23-3-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harry-allen-to-el-dorado-500kv-transmission-line\index.html | Original: ../..wp-content/uploads/2021/10/Harry-Allen-El-Dorado-30-3-1600x993.jpg | New: ../..wp-content/uploads/2021/10/Harry-Allen-El-Dorado-30-3-1600x993.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harry-allen-to-el-dorado-500kv-transmission-line\index.html | Original: ../..wp-content/uploads/2021/10/Harry-Allen-El-Dorado-7-3-1600x1066.jpg | New: ../..wp-content/uploads/2021/10/Harry-Allen-El-Dorado-7-3-1600x1066.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\harry-allen-to-el-dorado-500kv-transmission-line\index.html | Original: ../..wp-content/uploads/2021/10/Harry-Allen-El-Dorado-18-3-1600x900.jpg | New: ../..wp-content/uploads/2021/10/Harry-Allen-El-Dorado-18-3-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hurricane-isaias\index.html | Original: ../..wp-content/uploads/2021/10/GSWC-Hurricane-Isaias-1-3-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/GSWC-Hurricane-Isaias-1-3-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hurricanes-ida-and-nicholas\index.html | Original: ../..wp-content/uploads/2021/11/Hurricane-Ida-7-1600x1200.jpg | New: ../..wp-content/uploads/2021/11/Hurricane-Ida-7-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hurricanes-ida-and-nicholas\index.html | Original: ../..wp-content/uploads/2021/11/Hurricane-Ida-15.jpg | New: ../..wp-content/uploads/2021/11/Hurricane-Ida-15.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hurricanes-ida-and-nicholas\index.html | Original: ../..wp-content/uploads/2021/11/Hurricane-Ida-5-1600x1200.jpg | New: ../..wp-content/uploads/2021/11/Hurricane-Ida-5-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hurricanes-ida-and-nicholas\index.html | Original: ../..wp-content/uploads/2021/11/Hurricane-Ida-6-1600x1200.jpg | New: ../..wp-content/uploads/2021/11/Hurricane-Ida-6-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hurricanes-ida-and-nicholas\index.html | Original: ../..wp-content/uploads/2021/11/Hurricane-Ida-12.jpg | New: ../..wp-content/uploads/2021/11/Hurricane-Ida-12.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hurricanes-ida-and-nicholas\index.html | Original: ../..wp-content/uploads/2021/11/Hurricane-Ida-16-1600x1200.jpg | New: ../..wp-content/uploads/2021/11/Hurricane-Ida-16-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hurricanes-ida-and-nicholas\index.html | Original: ../..wp-content/uploads/2021/11/Hurricane-Ida-18.jpg | New: ../..wp-content/uploads/2021/11/Hurricane-Ida-18.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hyatt-house-chicago\index.html | Original: ../..wp-content/uploads/2021/11/Hyatt-House-Chicago-%e2%80%93-Medical-University-District-1600x1200.jpg | New: ../..wp-content/uploads/2021/11/Hyatt-House-Chicago-%e2%80%93-Medical-University-District-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hyatt-house-chicago\index.html | Original: ../..wp-content/uploads/2021/11/HUEN-001-2-1600x923.jpg | New: ../..wp-content/uploads/2021/11/HUEN-001-2-1600x923.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hyatt-house-chicago\index.html | Original: ../..wp-content/uploads/2021/11/HUEN-019-2-1600x1067.jpg | New: ../..wp-content/uploads/2021/11/HUEN-019-2-1600x1067.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hyatt-house-chicago\index.html | Original: ../..wp-content/uploads/2021/11/HUEN-020-2-1600x1067.jpg | New: ../..wp-content/uploads/2021/11/HUEN-020-2-1600x1067.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\hyatt-house-chicago\index.html | Original: ../..wp-content/uploads/2021/11/HUEN-024-2-1600x1067.jpg | New: ../..wp-content/uploads/2021/11/HUEN-024-2-1600x1067.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\iowa-derecho-storm-work\index.html | Original: ../..wp-content/uploads/2021/10/IMG_0372-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/IMG_0372-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\iowa-derecho-storm-work\index.html | Original: ../..wp-content/uploads/2021/10/IMG_0377-22-1449x1600.jpg | New: ../..wp-content/uploads/2021/10/IMG_0377-22-1449x1600.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\iowa-derecho-storm-work\index.html | Original: ../..wp-content/uploads/2021/10/IMG_0395-22.jpg | New: ../..wp-content/uploads/2021/10/IMG_0395-22.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\jimmy-camp-creek-substation\index.html | Original: ../..wp-content/uploads/2021/10/Jimmy-Camp-Creek-Substation-1-2-1600x900.jpg | New: ../..wp-content/uploads/2021/10/Jimmy-Camp-Creek-Substation-1-2-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\jimmy-camp-creek-substation\index.html | Original: ../..wp-content/uploads/2021/10/Jimmy-Camp-Creek-Substation-2-2-1600x986.jpg | New: ../..wp-content/uploads/2021/10/Jimmy-Camp-Creek-Substation-2-2-1600x986.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\jimmy-camp-creek-substation\index.html | Original: ../..wp-content/uploads/2021/10/Jimmy-Camp-Creek-Substation-3-2-1600x777.jpg | New: ../..wp-content/uploads/2021/10/Jimmy-Camp-Creek-Substation-3-2-1600x777.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\laurel-street-works-yard\index.html | Original: ../..wp-content/uploads/2021/10/Laurel-Street-Works-Yard-1600x1062.jpg | New: ../..wp-content/uploads/2021/10/Laurel-Street-Works-Yard-1600x1062.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\limestone-to-gibbons-creek-transmission-line\index.html | Original: ../..wp-content/uploads/2021/10/Limestone-Gibbons-Creek-Line-28-2.jpg | New: ../..wp-content/uploads/2021/10/Limestone-Gibbons-Creek-Line-28-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\limestone-to-gibbons-creek-transmission-line\index.html | Original: ../..wp-content/uploads/2021/10/Limestone-Gibbons-Creek-Line-27-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Limestone-Gibbons-Creek-Line-27-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\limestone-to-gibbons-creek-transmission-line\index.html | Original: ../..wp-content/uploads/2021/10/Limestone-Gibbons-Creek-Line-19-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Limestone-Gibbons-Creek-Line-19-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\limestone-to-gibbons-creek-transmission-line\index.html | Original: ../..wp-content/uploads/2021/10/Limestone-Gibbons-Creek-Line-29-2-1200x1600.jpg | New: ../..wp-content/uploads/2021/10/Limestone-Gibbons-Creek-Line-29-2-1200x1600.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\lotus-solar-farm\index.html | Original: ../..wp-content/uploads/2021/10/Lotus-Solar-Farm-1-2-1600x899.jpg | New: ../..wp-content/uploads/2021/10/Lotus-Solar-Farm-1-2-1600x899.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\lotus-solar-farm\index.html | Original: ../..wp-content/uploads/2021/10/Lotus-Solar-Farm-2-2-1600x899.jpg | New: ../..wp-content/uploads/2021/10/Lotus-Solar-Farm-2-2-1600x899.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\lotus-solar-farm\index.html | Original: ../..wp-content/uploads/2021/10/Lotus-Solar-Farm-3-2-1600x899.jpg | New: ../..wp-content/uploads/2021/10/Lotus-Solar-Farm-3-2-1600x899.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\lotus-solar-farm\index.html | Original: ../..wp-content/uploads/2021/10/Lotus-Solar-Farm-4-2-1600x899.jpg | New: ../..wp-content/uploads/2021/10/Lotus-Solar-Farm-4-2-1600x899.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\lotus-solar-farm\index.html | Original: ../..wp-content/uploads/2021/10/Lotus-Solar-Farm-5-2-1600x899.jpg | New: ../..wp-content/uploads/2021/10/Lotus-Solar-Farm-5-2-1600x899.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\lotus-solar-farm\index.html | Original: ../..wp-content/uploads/2021/10/Lotus-Solar-Farm-7-2-1600x899.jpg | New: ../..wp-content/uploads/2021/10/Lotus-Solar-Farm-7-2-1600x899.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\lotus-solar-farm\index.html | Original: ../..wp-content/uploads/2021/10/Lotus-Solar-Project-2.jpg | New: ../..wp-content/uploads/2021/10/Lotus-Solar-Project-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\maine-medical-center-mmc-coulombe-family-tower-phase-i-expansion\index.html | Original: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-7-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-7-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\maine-medical-center-mmc-coulombe-family-tower-phase-i-expansion\index.html | Original: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-6-3-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-6-3-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\maine-medical-center-mmc-coulombe-family-tower-phase-i-expansion\index.html | Original: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-2-2-1-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-2-2-1-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\maine-medical-center-mmc-coulombe-family-tower-phase-i-expansion\index.html | Original: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-3-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-3-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\maine-medical-center-mmc-coulombe-family-tower-phase-i-expansion\index.html | Original: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-5-2-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-5-2-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\maine-medical-center-mmc-coulombe-family-tower-phase-i-expansion\index.html | Original: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-4-2-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Eastern-Maine-Medical-Center-4-2-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\maine-power-reliability-program-mprp\index.html | Original: ../..wp-content/uploads/2021/10/Maine-Power-Reliability-Program-6-3.jpg | New: ../..wp-content/uploads/2021/10/Maine-Power-Reliability-Program-6-3.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\maine-power-reliability-program-mprp\index.html | Original: ../..wp-content/uploads/2021/10/Maine-Power-Reliability-Program-2-3.jpg | New: ../..wp-content/uploads/2021/10/Maine-Power-Reliability-Program-2-3.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\maine-power-reliability-program-mprp\index.html | Original: ../..wp-content/uploads/2021/10/Maine-Power-Reliability-Program-7-3-1600x900.jpg | New: ../..wp-content/uploads/2021/10/Maine-Power-Reliability-Program-7-3-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\maine-power-reliability-program-mprp\index.html | Original: ../..wp-content/uploads/2021/10/Maine-Power-Reliability-Program-17-3-1600x973.jpg | New: ../..wp-content/uploads/2021/10/Maine-Power-Reliability-Program-17-3-1600x973.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\maine-power-reliability-program-mprp\index.html | Original: ../..wp-content/uploads/2021/10/Maine-Power-Reliability-Program-Helicopter-8-3-1600x1067.jpg | New: ../..wp-content/uploads/2021/10/Maine-Power-Reliability-Program-Helicopter-8-3-1600x1067.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\maine-power-reliability-program-mprp\index.html | Original: ../..wp-content/uploads/2021/10/Maine-Power-Reliability-Program-1-3-1600x1067.jpg | New: ../..wp-content/uploads/2021/10/Maine-Power-Reliability-Program-1-3-1600x1067.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\mcloughlin-point-wastewater-treatment-plant\index.html | Original: ../..wp-content/uploads/2021/10/McLoughlin-Point-Wastewater-2021-6-17-7-2.jpg | New: ../..wp-content/uploads/2021/10/McLoughlin-Point-Wastewater-2021-6-17-7-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\mcloughlin-point-wastewater-treatment-plant\index.html | Original: ../..wp-content/uploads/2021/10/McLoughlin-Point-Wastewater-2021-6-17-1-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/McLoughlin-Point-Wastewater-2021-6-17-1-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\mcloughlin-point-wastewater-treatment-plant\index.html | Original: ../..wp-content/uploads/2021/10/McLoughlin-Point-Wastewater-2021-6-17-2-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/McLoughlin-Point-Wastewater-2021-6-17-2-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\mcloughlin-point-wastewater-treatment-plant\index.html | Original: ../..wp-content/uploads/2021/10/McLoughlin-Point-Wastewater-2021-6-17-3-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/McLoughlin-Point-Wastewater-2021-6-17-3-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\mcloughlin-point-wastewater-treatment-plant\index.html | Original: ../..wp-content/uploads/2021/10/McLoughlin-Point-Wastewater-2021-6-17-4-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/McLoughlin-Point-Wastewater-2021-6-17-4-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\mt-storm-to-valley-phase-3-500kv-transmission\index.html | Original: ../..wp-content/uploads/2024/11/550-Mount-Storms-to-Valley-Project_LEM_MYRE_Jun-2023-9-1600x900.jpg | New: ../..wp-content/uploads/2024/11/550-Mount-Storms-to-Valley-Project_LEM_MYRE_Jun-2023-9-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\mt-storm-to-valley-phase-3-500kv-transmission\index.html | Original: ../..wp-content/uploads/2024/11/550-Mount-Storms-to-Valley-Project_LEM_MYRE_Jun-2023-2-1600x900.jpg | New: ../..wp-content/uploads/2024/11/550-Mount-Storms-to-Valley-Project_LEM_MYRE_Jun-2023-2-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\mt-storm-to-valley-phase-3-500kv-transmission\index.html | Original: ../..wp-content/uploads/2024/11/550-Mount-Storms-to-Valley-Project_LEM_MYRE_Jun-2023-10-1600x900.jpg | New: ../..wp-content/uploads/2024/11/550-Mount-Storms-to-Valley-Project_LEM_MYRE_Jun-2023-10-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\mt-storm-to-valley-phase-3-500kv-transmission\index.html | Original: ../..wp-content/uploads/2024/11/550-Mount-Storms-to-Valley-Project_LEM_MYRE_Jun-2023-12-1600x900.jpg | New: ../..wp-content/uploads/2024/11/550-Mount-Storms-to-Valley-Project_LEM_MYRE_Jun-2023-12-1600x900.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\national-grid-alliance\index.html | Original: ../..wp-content/uploads/2021/10/Harlan-Distribution-7-2-2.jpg | New: ../..wp-content/uploads/2021/10/Harlan-Distribution-7-2-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\national-grid-alliance\index.html | Original: ../..wp-content/uploads/2021/10/Harlan-Distribution-2-2-2.jpg | New: ../..wp-content/uploads/2021/10/Harlan-Distribution-2-2-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\national-grid-alliance\index.html | Original: ../..wp-content/uploads/2021/10/Harlan-Distribution-1-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Harlan-Distribution-1-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\national-grid-alliance\index.html | Original: ../..wp-content/uploads/2021/10/Harlan-Electric-Distribution-Work-1-2-1-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Harlan-Electric-Distribution-Work-1-2-1-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\national-grid-alliance\index.html | Original: ../..wp-content/uploads/2021/10/Harlan-Electric-Distribution-Work-5-2-1600x1200.jpg | New: ../..wp-content/uploads/2021/10/Harlan-Electric-Distribution-Work-5-2-1600x1200.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\national-grid-alliance\index.html | Original: ../..wp-content/uploads/2021/10/Harlan-Distribution-6-2-2.jpg | New: ../..wp-content/uploads/2021/10/Harlan-Distribution-6-2-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\oncor-electric-master-services-agreement-msa\index.html | Original: ../..wp-content/uploads/2021/10/Oncor-Distribution-3-2-2.jpg | New: ../..wp-content/uploads/2021/10/Oncor-Distribution-3-2-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\oncor-electric-master-services-agreement-msa\index.html | Original: ../..wp-content/uploads/2021/10/Oncor-Distribution-4-2-2.jpg | New: ../..wp-content/uploads/2021/10/Oncor-Distribution-4-2-2.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\one-chicago\index.html | Original: ../..wp-content/uploads/2021/10/one_chicago_square_-_full_complex_rendering_-_small_0.jpg | New: ../..wp-content/uploads/2021/10/one_chicago_square_-_full_complex_rendering_-_small_0.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\one-chicago\index.html | Original: ../..wp-content/uploads/2021/10/one-chicago-lower-half-1.jpg | New: ../..wp-content/uploads/2021/10/one-chicago-lower-half-1.jpg
HTML File: C:\Users\usama\OneDrive\Desktop\EXI 3\exiinc.com\projects\one-nevada-500kv-transmission-line-on-line\index.html | Original: ../..wp-content/uploads/2021/10/Nevada-On-Line-SWIP-7-2-1600x1066.jpg | New: ../..wp-content/uploads/2021/10/Nevada-On-Line-SWIP-7-2-1600x1066.jpg
